8281	8952	2099	4162	4792	4935	7577	5697	3776	9252	6324	6267	3684	4618	5198	9855	4926	4664	6095	5827	9550	7877	4481	3555	4152	7628	8547	6346	9859	4660	8053	3992	7933	4903	1202	3248	4316	8301	8212	3773	4463	5604	2329	9345	3347	4950	8474	7409	8610	4191	9845	7840	6742	1042	7560	7238	2972	5527	6134	3900	9411	3891	4527	7823	8571	7859	1727	4975	5018	6742	9040	8659	1593	5391	1123	3955	6286	8740	7490	7554	3923	7638	6425	7581	1427	3933	7275	3756	5261	1383	9849	6132	1849	7828	5013	1063	2631	1825	8933	7025	3631	5104	5306	1319	5667	4424	4408	6358	5360	6390	3816	5190	3075	7840	7233	7977	8929	6369	8262	8619	2767	6214	6569	8631	2400	6356	4876	9260	
8253	6700	5608	4851	6358	3813	3551	3366	9703	4124	5747	1494	9598	7674	5642	9049	2064	2305	3481	3350	7987	6244	8293	7326	8742	2451	7032	2961	3341	1488	8737	9786	6601	3249	3940	2977	8268	2922	7081	3722	5618	7798	1377	4903	5531	5754	4122	2287	4989	8894	5387	3793	8822	8681	5835	4137	5334	5968	9756	6590	8331	6146	8989	8109	5935	9179	6782	6766	6964	8427	6852	5985	2272	6426	2916	7052	8283	2123	3708	7236	5965	3098	6381	1093	4885	8147	3229	5433	5156	1433	4705	4065	1655	4071	2695	6714	9003	9326	8001	5790	1859	2748	4750	4318	2293	1605	1146	9178	9180	6161	2166	2845	8582	3002	2002	5935	7333	4344	3359	6000	7298	2946	6641	7502	6933	4243	8177	2748	
5001	3599	5449	7551	8669	5897	3625	2749	2814	7402	8463	3996	2495	1888	9210	5037	7171	1729	7391	4419	2353	5818	8812	8916	7173	7040	9650	8747	2384	9314	8809	5910	7278	2209	9611	2963	8141	9750	6458	8522	3685	5726	9509	7167	2971	2116	8485	5056	8271	6259	4551	5445	9230	1174	9778	2296	1930	2695	8943	6362	5508	7096	8745	9350	4940	3129	8754	4439	9023	5134	2909	6386	6255	5548	7954	4519	2185	2553	5275	2434	9152	4749	3606	2120	5135	9600	4075	8288	4675	4993	7877	1591	1078	2577	6845	6224	2576	1538	1226	9382	3968	9063	9989	7527	1625	7993	9513	8248	1440	4770	8032	9239	3281	1570	6832	4977	8361	2636	1684	3160	2405	3389	5439	8800	6786	6288	5251	5318	
9342	1624	5960	3981	2604	3203	3792	8503	8221	9631	2638	5061	2569	4789	2455	1243	3742	1487	6737	2971	1815	4782	4241	1236	4277	4548	2297	2582	6555	8147	4437	3397	9219	4248	1950	3064	9966	6440	8024	3629	4633	6941	4102	4299	9619	2860	2334	4483	3066	9159	9214	4235	3310	5010	6605	4616	2325	6220	1615	9600	1918	9292	5928	3202	8761	4901	7410	6362	3747	4656	5842	3197	3335	7724	2188	3405	9616	1109	9287	9625	1307	5302	7626	6205	7873	2100	7822	3985	6139	3216	5134	4192	1998	6568	6248	8280	3006	8828	6896	9913	6718	3512	6378	2451	8565	5587	4484	4672	7628	3850	7974	5843	8116	6993	4194	6316	9093	1711	1262	6682	2145	8581	2424	1659	1856	6428	4361	8955	
8828	2440	9642	4790	3916	1428	8675	4555	6029	9019	9227	5984	2796	2048	7337	5028	5065	8291	6145	6669	1542	9633	9626	5735	3261	3118	8892	6677	8495	8938	6167	5999	4792	8597	1398	9280	5296	3504	8618	3858	7229	9706	1300	4184	4884	2283	9282	6568	2142	6585	9867	2612	1879	9580	8085	6860	6226	5456	4819	7969	1232	2679	5429	9032	7287	8184	9999	2097	8207	7536	5971	6203	1208	2275	1491	3149	2399	6503	2238	4876	1023	8254	5884	5532	4980	9190	2381	7549	3283	4822	6291	7580	8022	4407	8352	9106	3387	7492	8849	2845	7924	3432	7298	6889	3265	5731	6996	1667	5105	8752	6041	8418	9112	3590	8368	7738	6914	1193	3540	2886	5326	9597	8031	2698	5502	6886	2812	8058	
7290	3662	7737	7490	8060	7204	1459	6218	3694	7165	3180	5598	5287	7274	4559	3040	2173	5742	9644	5378	3717	8674	4031	7508	4494	3039	7299	5262	1691	7488	9900	5115	1543	1169	4850	6466	4386	5639	5633	1201	6586	8262	2638	1321	7053	8185	3244	9361	4970	9673	2115	1559	2480	6861	3522	8994	7534	1035	3468	9349	4354	3736	5462	9568	3957	8426	8056	8681	8771	9679	3458	2155	4664	2545	6758	8520	3502	7984	9363	4000	8260	5092	3538	8214	5592	6294	1665	2531	1212	6418	8244	3226	3670	1844	9716	2223	1322	8667	4752	1525	4699	3118	5559	9586	8726	1434	9400	9553	7119	2581	1625	2124	8029	4690	3067	3291	6232	2473	9263	7829	9643	4970	1930	5426	4676	8078	9283	4444	
2441	2531	2029	9928	5380	9538	1687	8540	9919	1622	8313	4206	1547	4803	9906	2734	7090	3000	9652	6857	5725	7458	7393	9004	3215	5175	4079	9417	2552	3476	5998	7033	6677	4283	1635	5142	5861	7981	3997	3179	6167	6552	5204	7747	3775	2125	4353	9011	8679	6672	3201	9293	6682	3021	3795	9602	5844	5276	8681	7363	9789	4088	1371	4067	6068	1209	9270	4165	9120	9732	3636	3717	8546	8812	1885	1254	9054	8128	4724	9864	2592	4377	5036	4115	8932	3805	6513	3716	9350	1469	1963	7187	3447	7167	8292	6743	2993	6409	2491	6166	9706	3435	1025	2749	6452	7039	3089	6281	9693	1744	7037	5279	1554	3892	8243	5758	4014	2856	5326	2415	1984	3855	2489	4302	2643	8053	1574	4400	
3176	4878	5469	3632	7422	9958	5544	8768	6961	5973	2115	3816	3007	7897	6041	9318	1839	1400	3481	6291	6869	8632	2799	9078	5784	5637	7055	9655	7885	8367	5853	5098	6780	3580	9616	7853	1304	8249	7269	5544	4389	2841	4911	7224	6425	9807	5476	8480	4708	8966	3914	6030	5092	2507	3344	6645	9441	4563	9170	8611	4472	6478	6909	9609	9779	6576	1048	8834	7837	1640	2299	6282	7100	2431	2577	4877	6175	2686	1849	6250	7630	3652	7331	5842	2032	4691	3197	2824	7391	1966	4869	9502	9321	7345	2465	4593	4992	2549	7562	5683	2809	1199	2303	1347	6698	1547	2950	4371	6291	5098	2605	5014	8663	8389	9247	9300	8157	3997	6706	4099	7494	2153	4397	1843	1867	5635	2942	6206	
1879	5504	2577	2635	6519	8713	9245	6054	6579	7450	2665	8373	7508	7895	7732	4273	6045	4478	3498	9815	2910	9789	2234	3754	9931	6345	1588	6855	7971	3552	9688	9061	1004	6747	9114	6215	5276	7244	2921	9447	2923	5032	7190	7872	4940	9984	7778	6648	4058	7634	7353	5624	4191	5895	4618	9866	4968	4313	5232	1662	4900	7787	6683	6265	1011	8637	6735	1802	6723	2138	2199	9378	5470	1384	6154	5000	1400	7027	5123	4158	6148	5822	1038	2923	1917	8175	7998	8974	6554	9806	9596	4612	8443	6114	6499	3758	2104	9832	9414	9674	5033	1320	9898	8923	1720	4286	8288	2440	4059	2386	5066	5135	3221	1341	8807	3980	6612	7105	2554	4650	3653	8435	2061	8332	7027	4623	9139	1432	
8671	8792	4066	9816	8465	6859	5431	2215	3285	9254	1500	7045	4961	4347	2653	9647	2123	8939	3344	6158	7079	2905	5914	6042	2461	1756	7326	8794	4393	6495	5600	8251	2484	6433	7064	9739	2736	8285	2138	2088	3889	7341	2730	3754	9999	6952	5477	7018	6944	3589	9947	8158	3402	7738	7057	4498	8606	7238	2483	6524	6144	5359	7086	6155	5043	7952	2067	3293	9034	7843	6271	1020	9465	8903	2231	8837	4105	8982	8825	3917	6098	7470	4950	4391	3027	9698	4300	9742	7581	2996	7904	2700	3685	5937	7760	5149	9368	2121	3775	7899	7450	7769	5729	8302	4783	2879	3982	1839	5130	1201	4140	3074	8580	9083	9132	6702	3219	7083	8183	6907	3748	8954	5586	3926	6852	7938	8100	2691	
8360	4326	6704	6024	7988	2515	5502	4082	7000	4577	7123	5695	2591	8165	3361	6223	8697	1975	4498	8167	4913	2890	3974	1171	4104	8477	6828	1784	6168	8230	8836	2515	1125	9326	6939	4769	3933	3412	4448	9884	7569	2970	5171	3703	9987	8286	2877	4183	6343	5430	9515	9166	2870	7652	8780	9724	6094	1129	1906	3932	7093	8608	1445	4448	3228	2442	2090	4466	9793	6858	9787	7177	3692	1253	7769	1500	5691	9048	2524	4942	9209	1477	3659	4070	1937	3003	7278	4217	4288	7088	3488	8222	2360	9038	7579	2310	5273	6480	5460	4919	4899	2896	2989	4699	7110	4566	7705	8481	8578	8958	8682	9704	3178	7911	5126	3739	6427	7324	7456	9134	9067	3625	8579	4012	8893	1707	3337	5762	
1041	2323	3474	5363	6583	3545	5304	4672	7948	2514	7519	2228	2005	9822	5050	2577	9496	9936	4736	5395	4379	9979	6214	9823	3164	9645	8670	9144	3111	3498	7893	4038	1014	2768	8850	6066	6122	7235	8410	6059	5352	7364	1432	5606	7879	3098	4409	9470	2646	1877	2174	2520	3291	2867	2980	9033	4965	7010	9477	7582	1819	1409	9305	8176	3773	4819	9383	2058	9384	9456	3636	1472	5920	1289	7343	6582	4301	7120	1355	5442	4992	6098	8011	6751	4599	6578	2589	9055	9868	7796	6253	5843	9700	7306	5466	4418	6763	3086	1885	6029	7468	6693	7069	3723	8430	6524	2784	4478	6019	5858	6020	4040	7202	3994	4604	6019	2124	9611	2126	9484	7147	9685	3073	3315	4951	9226	2923	4634	
2458	5543	6441	8832	4939	6870	5880	6184	4016	9498	6776	3763	5916	9493	4176	4078	4544	8305	7756	1385	3950	7033	6731	3126	6176	5188	4125	9898	1671	9254	2202	2099	2264	7674	7525	9390	9288	1311	8008	1924	6584	8950	8465	6696	5724	2773	6266	2464	2966	4628	8919	7661	4688	6730	9256	4976	4214	2330	9269	7715	3761	1344	8761	3642	1863	1793	5152	6556	1216	8332	4066	4946	8676	6428	3009	6978	7304	1399	3767	5824	9232	2470	2273	5130	7654	9616	2056	6294	3248	7605	9118	4611	2224	6085	9269	9505	1837	7251	7691	3734	8566	7937	4010	1541	1983	5889	6068	7669	6852	7324	2291	9707	6178	4747	3510	4357	5357	3505	2928	8349	8132	7673	6627	8958	4257	1992	4234	6574	
7844	6609	7668	2447	9655	3202	5092	2763	4300	3856	8780	3572	3675	1147	7554	3054	3632	3712	5275	6498	1433	1879	4660	5063	8101	1200	1152	8895	9407	8503	6468	4075	7722	4361	7766	6028	9086	9818	4395	1063	9273	7741	1879	8020	3954	3871	2847	4300	1382	3840	1067	5236	6781	2079	7008	4578	7886	1409	9074	9995	3743	5149	6966	6422	9145	1159	1213	4841	7552	8751	5668	8462	8201	3429	3816	6529	5716	8476	3264	4161	6104	4448	5099	4392	1966	9045	1416	7657	6229	3509	5588	6949	4332	2966	5101	7346	1799	1094	4493	3385	9105	2275	5075	1530	3472	8723	3436	7262	8981	6797	6127	3585	8522	8747	1373	5690	3519	1245	8511	1176	7021	8090	6306	8922	5787	2901	7285	5875	
3927	7034	3675	9881	9780	4540	6724	1905	4057	8836	7254	8312	4995	8504	9697	1792	6049	9557	7311	8493	7044	9259	6922	6939	5386	6212	9136	9502	8360	1103	8410	3902	8516	4008	8658	7381	6749	5820	5466	5909	2042	8963	3394	1435	5975	8215	9097	4834	1543	1995	2541	8278	9875	5266	9125	2094	1632	4574	2915	9797	5806	9857	8999	6533	2740	7403	7799	8064	3641	9984	5827	2060	9046	2253	3668	3250	8976	8239	9685	1188	3609	1409	1345	7089	7398	7376	1596	3414	6546	1268	2558	1482	1321	7341	5082	6686	5618	2863	7156	9119	2516	3836	6609	3385	4313	2989	6017	4306	1295	1636	8103	4977	8307	7809	8281	8953	5417	7543	6586	6765	6270	1083	6429	5642	9206	5744	4773	7923	
9530	8185	1359	6397	4177	2316	6817	3513	3063	3631	7556	4903	1131	7715	8796	8005	3050	8385	7336	1875	8833	4221	3445	2025	4807	2558	1933	5376	6233	6902	9100	6130	7712	6780	5796	3896	5733	8636	2662	4742	6324	1832	9465	2132	3190	3798	4487	6292	8024	9621	3666	5786	6225	2076	7023	5717	8113	7129	1856	9385	6389	1643	1021	9431	1839	1029	2421	9530	2787	6864	5350	4829	5380	7435	7892	7566	3484	2609	1654	7418	5338	1088	3580	8076	7534	7905	9868	4981	1120	4785	8237	6673	6455	3843	7730	4236	6117	9199	4600	7679	8991	7611	1259	3883	5883	7213	4754	7681	1090	6858	7315	2259	2045	3902	2633	9018	6699	2081	6858	9790	8744	7753	8549	5635	5178	2706	8113	8246	
6581	5959	3800	1676	5063	4947	4354	7011	8101	6993	3494	4168	1252	7268	7875	1180	7347	4796	2493	6659	6917	4670	1667	5378	2125	2998	8494	9805	1819	4291	9300	7634	6907	7104	1433	3949	8380	9171	6007	2097	8422	5059	5684	3872	4469	4459	2466	7079	1818	5557	5749	5313	4224	2741	1981	4982	8500	4619	3922	3848	2645	3972	7551	9770	1363	7878	4088	9278	8533	4574	6453	7441	6234	3760	3697	3892	8561	8090	8212	4194	3964	9438	2947	2689	9863	6209	6074	9143	9655	3373	4712	1707	2557	1543	7600	3436	1985	8862	8072	3058	9147	2657	2426	9287	5581	8515	3864	3626	2549	5335	3532	8696	1751	7521	9061	9631	8743	3000	7766	1792	8019	4431	5201	8632	3254	8154	1481	3331	
1897	8747	8237	2454	8725	6569	2952	2048	1028	5201	1245	9307	7917	8780	8015	9045	4765	3173	6407	1366	9099	5157	9175	8541	8388	1445	8675	4587	4421	6943	9551	5772	1839	8978	4059	1781	3053	4816	5036	1526	4353	9637	7108	4622	8988	8550	8737	1493	7396	4684	7931	7251	4415	8028	4183	4882	5822	5500	7961	3034	4974	8739	4214	1169	7799	7501	6167	3724	8679	3795	8617	9431	5161	1227	5794	3813	2687	1209	8854	7453	5951	4650	2087	4441	2200	3880	4123	7292	4590	6127	9999	1367	1675	6394	1722	2511	1318	7051	9956	4023	4208	8590	9949	1702	5672	1224	2402	4677	7817	8641	5770	8143	2489	1659	7998	7229	8962	3350	4527	2597	1982	2042	8586	4614	5243	6192	2798	4627	
6358	5110	2470	6402	5947	7645	4602	5255	5315	8144	9920	9242	6854	2194	3152	4569	7544	7652	8509	6899	8448	1731	3087	3603	9531	4170	1101	3269	6688	8713	5519	8688	6036	6354	6258	7376	2605	8947	8597	5302	2852	7397	1713	8383	9244	6320	7061	1126	3607	6537	2007	5598	6735	8681	2110	1217	5226	8867	8452	3726	6150	2177	3073	6610	7268	9371	7195	8134	3170	1198	7106	5144	5480	5373	8855	9777	5924	7423	8277	4426	9153	7532	3592	9788	8114	1077	6577	1003	3053	5895	5075	9677	5210	3724	1888	1581	1331	6318	6637	1055	8429	3025	5445	9183	7292	2196	8129	7547	5125	5147	3796	3457	3380	2124	5132	7590	6998	8635	8820	5477	3785	8493	3559	5296	7688	3045	3472	5949	
5635	8743	6781	8712	3547	5943	2361	3305	1706	8525	8320	4786	9145	3871	7709	1480	4939	6738	9087	5779	1679	4079	2691	5659	3275	4886	6435	9017	9331	1082	1324	3775	3009	5345	1221	6989	3463	5365	6835	3529	6680	1036	9258	4770	6236	1057	6477	5977	3978	4276	2686	9365	7175	8677	6578	3057	4269	3368	7780	6284	6048	7181	7729	2445	2418	2016	6203	6553	3405	2648	6823	6195	1584	2942	7730	4214	5643	9499	7360	8402	9013	8422	1628	3121	2053	9729	8444	3332	9517	8895	8628	3727	6394	2140	7747	2365	4608	3352	9715	2577	2875	7834	7993	1147	2344	9486	7428	8707	9921	9210	6354	8254	2144	4563	3974	1706	7195	1310	8126	7039	4093	2165	4369	5699	6998	5313	8734	5946	
3960	9206	1495	7625	6738	3904	5332	1317	1114	1944	5908	6237	8179	6787	6399	6857	3823	2383	4559	2725	9621	5322	1244	7518	3187	5361	1838	4263	6663	9649	9637	3432	1671	6710	8261	5196	9801	6494	6230	4550	7164	2489	3559	7360	8245	7992	3810	5751	6262	7414	1115	4686	3968	5607	2666	8101	9178	9524	8392	4821	7762	3328	7598	4915	8023	4875	4416	7103	1889	9936	9185	1473	9480	4204	9712	2183	5050	3070	2208	9188	8969	1557	9046	4648	8176	6915	3107	9928	6637	9788	5681	6954	4418	1210	4787	7888	4646	7481	9572	8190	7249	3882	4882	8777	6156	6022	9355	4622	4350	5033	6317	4261	7108	1376	8076	5720	9968	8520	4468	8507	7442	7061	6055	6098	3516	7763	7032	6745	
7022	3133	5446	6772	3618	8616	8060	5620	8979	1162	1621	1307	5959	5380	4093	2300	6283	5194	5034	1594	9301	1563	2601	3755	7820	4793	4182	6528	1259	8335	3611	5068	6525	6362	6729	3958	6915	7821	7989	1301	7857	7493	2593	8400	7902	8741	2299	4431	8146	1023	4675	4817	2714	4936	5926	7131	3438	6103	8664	3841	8444	5202	7654	5796	5294	4732	6929	8856	2782	8039	1623	7657	8913	9578	6595	9241	8209	6127	4893	1409	2301	9404	9292	7626	1723	5771	1479	1382	4318	5952	6995	5736	8506	9423	8375	9997	1564	1456	2483	3605	1911	3520	7295	7730	5433	9869	6024	7332	3268	9093	4613	8782	5808	4444	9487	3457	2638	5704	9751	6962	7727	5410	8370	6947	7706	5476	5071	1475	
2213	2657	7242	6946	3643	7422	4921	9158	4460	7475	4082	8299	6050	3997	6327	7690	6279	6867	7426	7201	9468	4035	4907	9475	8477	1377	2913	1411	7496	5115	1677	4562	9564	9092	9178	2315	6054	4803	4976	9127	5838	9311	7712	7619	6376	4745	9585	5170	5502	9222	1617	4311	1396	9384	9551	9667	5868	2088	1413	5767	3375	7297	5772	6511	4172	5980	4815	7363	5843	3204	5865	2219	6739	9053	3347	1039	9281	4462	1733	4320	2138	6912	5222	9294	4143	9930	4575	9103	4607	9091	3097	6265	4395	1275	9855	2308	3003	9718	9230	4823	9766	9789	7000	3597	4150	1658	7648	8684	3778	1297	1321	6106	8237	6446	8431	7004	3204	2335	8798	9860	2324	8591	2641	4358	1874	5987	4091	2559	
6636	9980	2426	5795	4644	9714	3457	5490	3797	6978	5764	9101	5478	4676	4583	7835	9596	2395	5071	3315	8621	7833	9690	7069	5998	3375	9922	7417	7973	4926	6236	6027	4387	5245	9575	1914	7193	6599	1920	7780	1611	1352	6914	8232	4738	4524	9211	1511	8636	1980	3506	9951	3974	9886	4581	1838	6393	6999	1519	4823	9090	2520	1813	9892	8236	6234	8042	4945	7856	5448	6032	1480	7100	9704	9215	1895	9834	4573	7395	1162	3703	7252	5429	4757	2980	8720	7316	7555	8945	2316	8332	1428	6053	7765	9476	3726	1723	3066	6917	2771	9278	4208	3983	7259	3268	3446	7174	4918	2009	4874	3713	3856	7499	1479	2299	6649	2474	9060	3394	4032	8874	8905	2581	6740	8289	9136	1019	4886	
2355	1446	3638	5998	2718	6669	8071	3312	9855	7591	4259	7658	7795	9761	9730	5638	7738	2202	5832	3183	3829	3526	4493	2569	6880	7387	2455	2594	6291	3807	6935	8806	5634	5628	5113	4596	5757	1626	2284	8883	1058	2543	8306	8695	1149	2469	4146	9390	2937	6248	6153	2338	1697	9922	9127	6971	3472	1213	2621	1026	4454	2269	9916	4532	2347	4767	6928	5625	2998	5754	5916	4720	7567	5465	7648	9329	1731	8745	9925	3974	1621	5125	4232	7863	4129	4660	1805	7129	6876	5764	7483	2802	5215	2541	7485	3091	5610	9276	9537	4834	1006	1274	2297	3347	3219	2441	2079	3251	8832	1123	6238	1457	2408	4078	3739	9761	4137	4312	7618	7799	8993	8147	8909	6436	6969	4916	3400	2455	
3995	4806	2591	9147	2648	1911	1056	1809	3482	4083	8734	5314	9152	2285	6610	6451	1584	2999	3078	8470	4870	6241	6916	9465	1411	3078	9520	2061	7825	6343	5119	5588	8051	2298	3183	6272	6209	4643	2013	1636	6792	2245	8958	4530	3928	1580	9989	7545	3784	5874	5059	7063	3636	1125	2821	7467	3926	1578	6855	2008	8843	3048	9879	1543	4908	4067	3476	1604	4372	5163	2076	6586	7434	5696	2453	4350	9852	9204	1035	1949	6163	9038	6120	2195	4134	9198	7074	7793	9239	1914	4583	6474	2457	5100	3171	8642	8931	4533	2426	2788	2678	9251	8593	2894	1618	3378	2950	3051	2047	2953	7560	1485	8447	9484	2648	2372	2889	3634	8239	2376	3168	3266	6810	6439	7506	2559	6193	8195	
1396	6541	2469	2739	2923	8838	8351	2004	3701	3982	7205	8988	5542	4167	3887	8779	3343	4162	5432	2079	2296	5867	8064	4994	9030	4383	2918	1594	4208	5509	2811	1165	5379	7710	3482	4566	2310	5362	7627	7576	9007	3625	7182	6550	7036	1778	9549	3917	2894	2979	7699	4407	2112	8774	9504	6445	9013	4197	2198	6304	5215	1794	7614	3020	4156	5565	7763	2601	3083	7322	9881	9503	1733	7614	2014	8333	7222	7662	6902	3486	7610	3668	2037	5897	2204	2967	8829	3556	7770	3854	1831	8629	5973	1874	4494	2724	2220	6581	6943	9031	5615	5778	3612	6499	9513	8377	4984	3477	5103	6687	4302	7779	2006	4720	3850	6057	8617	2995	2400	3579	4767	5401	1499	4196	4435	1384	9350	2313	
9213	1586	9551	4349	4030	7181	1162	5930	2425	1599	5289	4409	6404	1008	2920	7150	4094	8756	4046	5555	3266	7787	4416	2374	4578	3943	6936	8562	4399	4874	2812	9488	7668	7561	9225	3287	6059	8128	6149	8279	6479	9331	2635	8806	3145	9935	8529	4124	7878	5219	2374	2106	3764	5478	2560	5210	7909	8230	2794	6234	5597	8538	4018	3339	5126	8549	7872	1681	3011	3632	7490	8022	5425	6850	8804	5959	4840	3110	5149	2010	3089	9137	8117	6258	9043	9871	4019	3873	3518	1770	9755	1538	7048	5485	7533	8192	3349	3211	7520	2822	7913	3495	5828	1387	8337	7375	8216	6361	3280	4194	9680	1851	1749	7211	6552	4577	9714	9466	3014	5937	7583	1189	1385	6676	1421	1352	3616	6114	
4815	6542	4726	7866	4066	3842	3009	9978	9293	8703	9881	2400	6923	6640	4214	1355	2205	7093	4466	6793	4917	2138	2685	6037	4950	9070	7383	8804	1167	2685	2977	2021	9870	3642	8716	5771	3065	1173	4907	1176	5871	8757	2237	4159	4117	4370	7034	3750	5533	6161	7031	4343	6089	8541	9308	5601	6125	2086	7762	9839	3795	7737	8826	3677	7240	3244	8097	4595	7939	2332	9543	4936	9813	1125	7303	2091	3347	1317	7537	4264	8585	8437	5443	3350	4866	5989	7294	2649	8274	7387	7077	3977	1084	5488	3472	9230	6015	5175	2582	5150	5811	3411	1129	8757	2154	7740	9667	2144	7057	5101	8599	2942	2805	1749	3914	2347	7315	5183	6041	9394	9488	9393	5988	4654	8975	5150	4511	8645	
